jugador,edad,equipo_actual,posicion_jugador,posicion_original,valor_mercado_jugador,minutos_jugador,goles_jugador,xg_jugador,ranking_destino,club_destino,posicion_destino,entrenador_principal,score_evidencia,nivel_evidencia,jugadores_sub23_destino,minutos_sub23_destino,partidos_sub23_destino,goles_sub23_destino,xg_sub23_destino,valor_medio_destino,revalorizacion_media_destino,temporadas_analizadas,pct_minutos_sub23_club,razones
Manu González,19,Real Betis B,Portero,GK,0,3308,0,0.0,3,Real Valladolid CF,Portero,Paulo Pezzolano,61.17,Media,1,2576.0,27.0,0.0,0.09,600000.0,,3,11.67,2576 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: Paulo Pezzolano; entrenador con 1416 min Sub23 en posicion; xG Sub23 0.09
Manu González,19,Real Betis B,Portero,GK,0,3308,0,0.0,4,Córdoba CF,Portero,,60.88,Media,1,3329.0,34.0,0.0,0.0,800000.0,,1,21.17,3329 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: nan
Manu González,19,Real Betis B,Portero,GK,0,3308,0,0.0,5,Granada CF,Portero,,33.34,Baja,1,1423.0,15.0,0.0,0.0,800000.0,,1,5.23,1423 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: nan
Manu González,19,Real Betis B,Portero,GK,0,3308,0,0.0,6,Racing Santander,Portero,,22.68,Baja,2,717.0,7.0,0.0,0.0,,,1,2.22,717 min Sub23 en Portero; 2 jugadores Sub23 usados; entrenador principal: nan
Manu González,19,Real Betis B,Portero,GK,0,3308,0,0.0,7,SD Huesca,Portero,,17.35,Baja,1,410.0,4.0,0.0,0.0,300000.0,,1,3.67,410 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: nan
Manu González,19,Real Betis B,Portero,GK,0,3308,0,0.0,8,Málaga CF,Portero,,8.62,Baja,1,97.0,1.0,0.0,0.0,,,1,0.42,97 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: nan
Manu González,19,Real Betis B,Portero,GK,0,3308,0,0.0,9,Real Zaragoza,Portero,,8.25,Baja,1,50.0,1.0,0.0,0.0,,,1,0.45,50 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: nan
Jorge Oreiro,20,Real Betis B,Central,RCB,0,2346,0,1.24,1,CD Leganés,Central,Borja Jiménez,84.1,Alta,4,11583.0,132.0,0.0,4.77,400000.0,,2,46.37,11583 min Sub23 en Central; 4 jugadores Sub23 usados; entrenador principal: Borja Jiménez; entrenador con 5204 min Sub23 en posicion; xG Sub23 4.77
Jorge Oreiro,20,Real Betis B,Central,RCB,0,2346,0,1.24,2,Cultural Leonesa,Central,,72.3,Alta,4,10123.0,114.0,4.0,5.97,466666.67,,2,49.79,10123 min Sub23 en Central; 4 jugadores Sub23 usados; entrenador principal: nan; 4 goles Sub23; xG Sub23 5.97
Jorge Oreiro,20,Real Betis B,Central,RCB,0,2346,0,1.24,3,Real Valladolid CF,Central,Diego Cocca,58.03,Alta,3,6995.0,78.0,1.0,2.13,125000.0,,2,31.7,6995 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Diego Cocca; entrenador con 4971 min Sub23 en posicion; 1 goles Sub23; xG Sub23 2.13
Jorge Oreiro,20,Real Betis B,Central,RCB,0,2346,0,1.24,4,Deportivo de La Coruña,Central,Óscar Gilsanz,57.35,Alta,3,5927.0,70.0,3.0,3.12,150000.0,,2,23.41,5927 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Óscar Gilsanz; entrenador con 5927 min Sub23 en posicion; 3 goles Sub23; xG Sub23 3.12
Jorge Oreiro,20,Real Betis B,Central,RCB,0,2346,0,1.24,5,Racing Santander,Central,,57.34,Alta,4,5649.0,67.0,4.0,8.28,1300000.0,,2,17.51,5649 min Sub23 en Central; 4 jugadores Sub23 usados; entrenador principal: nan; 4 goles Sub23; xG Sub23 8.28
Jorge Oreiro,20,Real Betis B,Central,RCB,0,2346,0,1.24,6,Cádiz CF,Central,Pako Ayestarán,53.61,Alta,3,5706.0,63.0,1.0,2.72,275000.0,,2,18.37,5706 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 5706 min Sub23 en posicion; 1 goles Sub23; xG Sub23 2.72
Jorge Oreiro,20,Real Betis B,Central,RCB,0,2346,0,1.24,7,Sporting Gijón,Central,Rubén Albés,47.07,Media,4,4918.0,59.0,1.0,1.31,450000.0,,3,16.64,4918 min Sub23 en Central; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 2707 min Sub23 en posicion; 1 goles Sub23; xG Sub23 1.31
Jorge Oreiro,20,Real Betis B,Central,RCB,0,2346,0,1.24,8,Granada CF,Central,Fran Escribá,45.65,Media,3,4150.0,53.0,3.0,1.76,375000.0,,1,15.25,4150 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Fran Escribá; entrenador con 4150 min Sub23 en posicion; 3 goles Sub23; xG Sub23 1.76
Jorge Oreiro,20,Real Betis B,Central,RCB,0,2346,0,1.24,9,CD Mirandés,Central,Míchel Alonso,45.46,Alta,3,6303.0,78.0,1.0,1.66,400000.0,,3,19.13,6303 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Míchel Alonso; entrenador con 1642 min Sub23 en posicion; 1 goles Sub23; xG Sub23 1.66
Jorge Oreiro,20,Real Betis B,Central,RCB,0,2346,0,1.24,10,FC Andorra,Central,,33.02,Media,2,4959.0,57.0,2.0,2.44,150000.0,,1,19.13,4959 min Sub23 en Central; 2 jugadores Sub23 usados; entrenador principal: nan; 2 goles Sub23; xG Sub23 2.44
Jorge Oreiro,20,Real Betis B,Central,RCB,0,2346,0,1.24,11,Real Zaragoza,Central,,30.22,Media,3,3034.0,46.0,1.0,0.96,,,1,27.24,3034 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: nan; 1 goles Sub23; xG Sub23 0.96
Jorge Oreiro,20,Real Betis B,Central,RCB,0,2346,0,1.24,12,SD Huesca,Central,Antonio Hidalgo,28.39,Media,2,2668.0,36.0,3.0,1.72,175000.0,,2,23.89,2668 min Sub23 en Central; 2 jugadores Sub23 usados; entrenador principal: Antonio Hidalgo; entrenador con 176 min Sub23 en posicion; 3 goles Sub23; xG Sub23 1.72
German García,22,Real Betis B,Portero,GK,0,525,0,0.0,1,FC Andorra,Portero,,64.97,Media,2,4106.0,42.0,0.0,0.0,300000.0,,1,15.84,4106 min Sub23 en Portero; 2 jugadores Sub23 usados; entrenador principal: nan
German García,22,Real Betis B,Portero,GK,0,525,0,0.0,2,Cádiz CF,Portero,Pako Ayestarán,62.34,Media,1,3571.0,36.0,0.0,0.0,100000.0,,2,11.5,3571 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 3571 min Sub23 en posicion
German García,22,Real Betis B,Portero,GK,0,525,0,0.0,3,Real Valladolid CF,Portero,Paulo Pezzolano,61.17,Media,1,2576.0,27.0,0.0,0.09,600000.0,,3,11.67,2576 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: Paulo Pezzolano; entrenador con 1416 min Sub23 en posicion; xG Sub23 0.09
German García,22,Real Betis B,Portero,GK,0,525,0,0.0,4,Córdoba CF,Portero,,60.88,Media,1,3329.0,34.0,0.0,0.0,800000.0,,1,21.17,3329 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: nan
German García,22,Real Betis B,Portero,GK,0,525,0,0.0,5,Granada CF,Portero,,33.34,Baja,1,1423.0,15.0,0.0,0.0,800000.0,,1,5.23,1423 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: nan
German García,22,Real Betis B,Portero,GK,0,525,0,0.0,6,Racing Santander,Portero,,22.68,Baja,2,717.0,7.0,0.0,0.0,,,1,2.22,717 min Sub23 en Portero; 2 jugadores Sub23 usados; entrenador principal: nan
German García,22,Real Betis B,Portero,GK,0,525,0,0.0,7,SD Huesca,Portero,,17.35,Baja,1,410.0,4.0,0.0,0.0,300000.0,,1,3.67,410 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: nan
German García,22,Real Betis B,Portero,GK,0,525,0,0.0,8,Málaga CF,Portero,,8.62,Baja,1,97.0,1.0,0.0,0.0,,,1,0.42,97 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: nan
German García,22,Real Betis B,Portero,GK,0,525,0,0.0,9,Real Zaragoza,Portero,,8.25,Baja,1,50.0,1.0,0.0,0.0,,,1,0.45,50 min Sub23 en Portero; 1 jugadores Sub23 usados; entrenador principal: nan
Pablo Busto,20,Real Betis B,Lateral,RB,0,896,0,0.11,1,Albacete Balompié,Lateral,Rubén Albés,85.17,Alta,4,8898.0,127.0,3.0,5.15,925000.0,,4,59.42,8898 min Sub23 en Lateral; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 5944 min Sub23 en posicion; 3 goles Sub23; xG Sub23 5.15
Pablo Busto,20,Real Betis B,Lateral,RB,0,896,0,0.11,2,Cádiz CF,Lateral,Pako Ayestarán,63.36,Alta,5,5952.0,80.0,4.0,1.08,212500.0,,2,19.17,5952 min Sub23 en Lateral; 5 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 5952 min Sub23 en posicion; 4 goles Sub23; xG Sub23 1.08
Pablo Busto,20,Real Betis B,Lateral,RB,0,896,0,0.11,3,Racing Santander,Lateral,Íñigo Vélez,58.53,Alta,2,8891.0,110.0,4.0,5.95,500000.0,,4,27.55,8891 min Sub23 en Lateral; 2 jugadores Sub23 usados; entrenador principal: Íñigo Vélez; entrenador con 238 min Sub23 en posicion; 4 goles Sub23; xG Sub23 5.95
Pablo Busto,20,Real Betis B,Lateral,RB,0,896,0,0.11,4,Real Zaragoza,Lateral,Víctor Fernández,55.83,Media,5,4384.0,63.0,0.0,1.27,883333.33,250000.0,3,39.35,4384 min Sub23 en Lateral; 5 jugadores Sub23 usados; entrenador principal: Víctor Fernández; entrenador con 941 min Sub23 en posicion; xG Sub23 1.27
Pablo Busto,20,Real Betis B,Lateral,RB,0,896,0,0.11,5,Sporting Gijón,Lateral,David Gallego,45.83,Alta,3,5830.0,81.0,1.0,1.58,600000.0,0.0,5,19.73,5830 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: David Gallego; entrenador con 2510 min Sub23 en posicion; 1 goles Sub23; xG Sub23 1.58
Pablo Busto,20,Real Betis B,Lateral,RB,0,896,0,0.11,6,SD Eibar,Lateral,Gaizka Garitano,45.47,Media,2,4659.0,72.0,0.0,0.92,600000.0,,3,33.6,4659 min Sub23 en Lateral; 2 jugadores Sub23 usados; entrenador principal: Gaizka Garitano; entrenador con 4659 min Sub23 en posicion; xG Sub23 0.92
Pablo Busto,20,Real Betis B,Lateral,RB,0,896,0,0.11,7,UD Almería,Lateral,Rubén Albés,44.81,Media,1,4065.0,66.0,2.0,1.3,500000.0,,4,29.79,4065 min Sub23 en Lateral; 1 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 5944 min Sub23 en posicion; 2 goles Sub23; xG Sub23 1.30
Pablo Busto,20,Real Betis B,Lateral,RB,0,896,0,0.11,8,Granada CF,Lateral,Aitor Karanka,42.41,Alta,3,5806.0,85.0,3.0,1.65,233333.33,,2,21.34,5806 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: Aitor Karanka; entrenador con 203 min Sub23 en posicion; 3 goles Sub23; xG Sub23 1.65
Pablo Busto,20,Real Betis B,Lateral,RB,0,896,0,0.11,9,CD Castellón,Lateral,,39.94,Media,3,3397.0,52.0,1.0,3.42,50000.0,,1,52.03,3397 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: nan; 1 goles Sub23; xG Sub23 3.42
Pablo Busto,20,Real Betis B,Lateral,RB,0,896,0,0.11,10,CD Mirandés,Lateral,,38.74,Media,3,5648.0,86.0,0.0,3.18,1375000.0,,1,17.15,5648 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: nan; xG Sub23 3.18
Pablo Busto,20,Real Betis B,Lateral,RB,0,896,0,0.11,11,Córdoba CF,Lateral,Iván Ania,32.06,Media,4,2257.0,46.0,4.0,3.27,350000.0,,2,14.35,2257 min Sub23 en Lateral; 4 jugadores Sub23 usados; entrenador principal: Iván Ania; entrenador con 102 min Sub23 en posicion; 4 goles Sub23; xG Sub23 3.27
Pablo Busto,20,Real Betis B,Lateral,RB,0,896,0,0.11,12,Real Valladolid CF,Lateral,Diego Cocca,31.47,Media,3,2854.0,44.0,0.0,0.82,400000.0,,2,12.93,2854 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: Diego Cocca; entrenador con 2838 min Sub23 en posicion; xG Sub23 0.82
R. Marina,19,Real Betis B,Delantero,CF,0,2339,7,9.73,1,Málaga CF,Delantero,,65.05,Alta,6,10966.0,200.0,47.0,40.65,800000.0,,2,47.97,10966 min Sub23 en Delantero; 6 jugadores Sub23 usados; entrenador principal: nan; 47 goles Sub23; xG Sub23 40.65
R. Marina,19,Real Betis B,Delantero,CF,0,2339,7,9.73,2,Granada CF,Delantero,Fran Escribá,53.99,Alta,3,9496.0,159.0,26.0,27.5,700000.0,,3,34.9,9496 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: Fran Escribá; entrenador con 2150 min Sub23 en posicion; 26 goles Sub23; xG Sub23 27.50
R. Marina,19,Real Betis B,Delantero,CF,0,2339,7,9.73,3,CD Leganés,Delantero,Borja Jiménez,45.72,Media,2,5456.0,77.0,25.0,25.33,2250000.0,0.0,1,21.84,5456 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: Borja Jiménez; entrenador con 5456 min Sub23 en posicion; 25 goles Sub23; xG Sub23 25.33
R. Marina,19,Real Betis B,Delantero,CF,0,2339,7,9.73,4,Cádiz CF,Delantero,Pako Ayestarán,41.54,Alta,3,5071.0,83.0,8.0,14.52,,,2,16.33,5071 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 5058 min Sub23 en posicion; 8 goles Sub23; xG Sub23 14.52
R. Marina,19,Real Betis B,Delantero,CF,0,2339,7,9.73,5,Real Valladolid CF,Delantero,Diego Cocca,36.27,Media,7,2905.0,47.0,9.0,9.19,1100000.0,,3,13.16,2905 min Sub23 en Delantero; 7 jugadores Sub23 usados; entrenador principal: Diego Cocca; entrenador con 2890 min Sub23 en posicion; 9 goles Sub23; xG Sub23 9.19
R. Marina,19,Real Betis B,Delantero,CF,0,2339,7,9.73,6,Real Sociedad B,Delantero,,34.44,Alta,3,5574.0,81.0,26.0,23.86,900000.0,,2,30.2,5574 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: nan; 26 goles Sub23; xG Sub23 23.86
R. Marina,19,Real Betis B,Delantero,CF,0,2339,7,9.73,7,Burgos CF,Delantero,Julián Calero,32.92,Media,2,3451.0,60.0,10.0,9.83,1100000.0,,2,18.23,3451 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: Julián Calero; entrenador con 4592 min Sub23 en posicion; 10 goles Sub23; xG Sub23 9.83
R. Marina,19,Real Betis B,Delantero,CF,0,2339,7,9.73,8,AD Ceuta FC,Delantero,,32.59,Media,2,3297.0,41.0,13.0,11.39,700000.0,,1,100.0,3297 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: nan; 13 goles Sub23; xG Sub23 11.39
R. Marina,19,Real Betis B,Delantero,CF,0,2339,7,9.73,9,Racing Santander,Delantero,,30.73,Media,3,3037.0,46.0,15.0,13.06,262500.0,1500000.0,2,9.41,3037 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: nan; 15 goles Sub23; xG Sub23 13.06
R. Marina,19,Real Betis B,Delantero,CF,0,2339,7,9.73,10,CD Mirandés,Delantero,Míchel Alonso,28.38,Media,5,3362.0,67.0,10.0,10.73,608333.33,,2,10.21,3362 min Sub23 en Delantero; 5 jugadores Sub23 usados; entrenador principal: Míchel Alonso; entrenador con 1106 min Sub23 en posicion; 10 goles Sub23; xG Sub23 10.73
R. Marina,19,Real Betis B,Delantero,CF,0,2339,7,9.73,11,Deportivo de La Coruña,Delantero,Óscar Gilsanz,26.22,Media,1,3258.0,38.0,11.0,13.44,,,1,12.87,3258 min Sub23 en Delantero; 1 jugadores Sub23 usados; entrenador principal: Óscar Gilsanz; entrenador con 3258 min Sub23 en posicion; 11 goles Sub23; xG Sub23 13.44
R. Marina,19,Real Betis B,Delantero,CF,0,2339,7,9.73,12,SD Huesca,Delantero,Antonio Hidalgo,13.71,Baja,2,1795.0,37.0,5.0,4.98,150000.0,,3,16.07,1795 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: Antonio Hidalgo; entrenador con 54 min Sub23 en posicion; 5 goles Sub23; xG Sub23 4.98
D. Bladi,21,Real Betis B,Lateral,LB,0,2313,1,0.78,1,Albacete Balompié,Lateral,Rubén Albés,85.17,Alta,4,8898.0,127.0,3.0,5.15,925000.0,,4,59.42,8898 min Sub23 en Lateral; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 5944 min Sub23 en posicion; 3 goles Sub23; xG Sub23 5.15
D. Bladi,21,Real Betis B,Lateral,LB,0,2313,1,0.78,2,Cádiz CF,Lateral,Pako Ayestarán,63.36,Alta,5,5952.0,80.0,4.0,1.08,212500.0,,2,19.17,5952 min Sub23 en Lateral; 5 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 5952 min Sub23 en posicion; 4 goles Sub23; xG Sub23 1.08
D. Bladi,21,Real Betis B,Lateral,LB,0,2313,1,0.78,3,Racing Santander,Lateral,Íñigo Vélez,58.53,Alta,2,8891.0,110.0,4.0,5.95,500000.0,,4,27.55,8891 min Sub23 en Lateral; 2 jugadores Sub23 usados; entrenador principal: Íñigo Vélez; entrenador con 238 min Sub23 en posicion; 4 goles Sub23; xG Sub23 5.95
D. Bladi,21,Real Betis B,Lateral,LB,0,2313,1,0.78,4,Real Zaragoza,Lateral,Víctor Fernández,55.83,Media,5,4384.0,63.0,0.0,1.27,883333.33,250000.0,3,39.35,4384 min Sub23 en Lateral; 5 jugadores Sub23 usados; entrenador principal: Víctor Fernández; entrenador con 941 min Sub23 en posicion; xG Sub23 1.27
D. Bladi,21,Real Betis B,Lateral,LB,0,2313,1,0.78,5,Sporting Gijón,Lateral,David Gallego,45.83,Alta,3,5830.0,81.0,1.0,1.58,600000.0,0.0,5,19.73,5830 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: David Gallego; entrenador con 2510 min Sub23 en posicion; 1 goles Sub23; xG Sub23 1.58
D. Bladi,21,Real Betis B,Lateral,LB,0,2313,1,0.78,6,SD Eibar,Lateral,Gaizka Garitano,45.47,Media,2,4659.0,72.0,0.0,0.92,600000.0,,3,33.6,4659 min Sub23 en Lateral; 2 jugadores Sub23 usados; entrenador principal: Gaizka Garitano; entrenador con 4659 min Sub23 en posicion; xG Sub23 0.92
D. Bladi,21,Real Betis B,Lateral,LB,0,2313,1,0.78,7,UD Almería,Lateral,Rubén Albés,44.81,Media,1,4065.0,66.0,2.0,1.3,500000.0,,4,29.79,4065 min Sub23 en Lateral; 1 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 5944 min Sub23 en posicion; 2 goles Sub23; xG Sub23 1.30
D. Bladi,21,Real Betis B,Lateral,LB,0,2313,1,0.78,8,Granada CF,Lateral,Aitor Karanka,42.41,Alta,3,5806.0,85.0,3.0,1.65,233333.33,,2,21.34,5806 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: Aitor Karanka; entrenador con 203 min Sub23 en posicion; 3 goles Sub23; xG Sub23 1.65
D. Bladi,21,Real Betis B,Lateral,LB,0,2313,1,0.78,9,CD Castellón,Lateral,,39.94,Media,3,3397.0,52.0,1.0,3.42,50000.0,,1,52.03,3397 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: nan; 1 goles Sub23; xG Sub23 3.42
D. Bladi,21,Real Betis B,Lateral,LB,0,2313,1,0.78,10,CD Mirandés,Lateral,,38.74,Media,3,5648.0,86.0,0.0,3.18,1375000.0,,1,17.15,5648 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: nan; xG Sub23 3.18
D. Bladi,21,Real Betis B,Lateral,LB,0,2313,1,0.78,11,Córdoba CF,Lateral,Iván Ania,32.06,Media,4,2257.0,46.0,4.0,3.27,350000.0,,2,14.35,2257 min Sub23 en Lateral; 4 jugadores Sub23 usados; entrenador principal: Iván Ania; entrenador con 102 min Sub23 en posicion; 4 goles Sub23; xG Sub23 3.27
D. Bladi,21,Real Betis B,Lateral,LB,0,2313,1,0.78,12,Real Valladolid CF,Lateral,Diego Cocca,31.47,Media,3,2854.0,44.0,0.0,0.82,400000.0,,2,12.93,2854 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: Diego Cocca; entrenador con 2838 min Sub23 en posicion; xG Sub23 0.82
E. Zidane,20,Real Betis B,Central,"LCB, RCB",0,1666,0,0.6,1,CD Leganés,Central,Borja Jiménez,84.1,Alta,4,11583.0,132.0,0.0,4.77,400000.0,,2,46.37,11583 min Sub23 en Central; 4 jugadores Sub23 usados; entrenador principal: Borja Jiménez; entrenador con 5204 min Sub23 en posicion; xG Sub23 4.77
E. Zidane,20,Real Betis B,Central,"LCB, RCB",0,1666,0,0.6,2,Cultural Leonesa,Central,,72.3,Alta,4,10123.0,114.0,4.0,5.97,466666.67,,2,49.79,10123 min Sub23 en Central; 4 jugadores Sub23 usados; entrenador principal: nan; 4 goles Sub23; xG Sub23 5.97
E. Zidane,20,Real Betis B,Central,"LCB, RCB",0,1666,0,0.6,3,Real Valladolid CF,Central,Diego Cocca,58.03,Alta,3,6995.0,78.0,1.0,2.13,125000.0,,2,31.7,6995 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Diego Cocca; entrenador con 4971 min Sub23 en posicion; 1 goles Sub23; xG Sub23 2.13
E. Zidane,20,Real Betis B,Central,"LCB, RCB",0,1666,0,0.6,4,Deportivo de La Coruña,Central,Óscar Gilsanz,57.35,Alta,3,5927.0,70.0,3.0,3.12,150000.0,,2,23.41,5927 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Óscar Gilsanz; entrenador con 5927 min Sub23 en posicion; 3 goles Sub23; xG Sub23 3.12
E. Zidane,20,Real Betis B,Central,"LCB, RCB",0,1666,0,0.6,5,Racing Santander,Central,,57.34,Alta,4,5649.0,67.0,4.0,8.28,1300000.0,,2,17.51,5649 min Sub23 en Central; 4 jugadores Sub23 usados; entrenador principal: nan; 4 goles Sub23; xG Sub23 8.28
E. Zidane,20,Real Betis B,Central,"LCB, RCB",0,1666,0,0.6,6,Cádiz CF,Central,Pako Ayestarán,53.61,Alta,3,5706.0,63.0,1.0,2.72,275000.0,,2,18.37,5706 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 5706 min Sub23 en posicion; 1 goles Sub23; xG Sub23 2.72
E. Zidane,20,Real Betis B,Central,"LCB, RCB",0,1666,0,0.6,7,Sporting Gijón,Central,Rubén Albés,47.07,Media,4,4918.0,59.0,1.0,1.31,450000.0,,3,16.64,4918 min Sub23 en Central; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 2707 min Sub23 en posicion; 1 goles Sub23; xG Sub23 1.31
E. Zidane,20,Real Betis B,Central,"LCB, RCB",0,1666,0,0.6,8,Granada CF,Central,Fran Escribá,45.65,Media,3,4150.0,53.0,3.0,1.76,375000.0,,1,15.25,4150 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Fran Escribá; entrenador con 4150 min Sub23 en posicion; 3 goles Sub23; xG Sub23 1.76
E. Zidane,20,Real Betis B,Central,"LCB, RCB",0,1666,0,0.6,9,CD Mirandés,Central,Míchel Alonso,45.46,Alta,3,6303.0,78.0,1.0,1.66,400000.0,,3,19.13,6303 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Míchel Alonso; entrenador con 1642 min Sub23 en posicion; 1 goles Sub23; xG Sub23 1.66
E. Zidane,20,Real Betis B,Central,"LCB, RCB",0,1666,0,0.6,10,FC Andorra,Central,,33.02,Media,2,4959.0,57.0,2.0,2.44,150000.0,,1,19.13,4959 min Sub23 en Central; 2 jugadores Sub23 usados; entrenador principal: nan; 2 goles Sub23; xG Sub23 2.44
E. Zidane,20,Real Betis B,Central,"LCB, RCB",0,1666,0,0.6,11,Real Zaragoza,Central,,30.22,Media,3,3034.0,46.0,1.0,0.96,,,1,27.24,3034 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: nan; 1 goles Sub23; xG Sub23 0.96
E. Zidane,20,Real Betis B,Central,"LCB, RCB",0,1666,0,0.6,12,SD Huesca,Central,Antonio Hidalgo,28.39,Media,2,2668.0,36.0,3.0,1.72,175000.0,,2,23.89,2668 min Sub23 en Central; 2 jugadores Sub23 usados; entrenador principal: Antonio Hidalgo; entrenador con 176 min Sub23 en posicion; 3 goles Sub23; xG Sub23 1.72
Òscar Masqué,19,Real Betis B,Lateral,RB,0,1361,1,0.44,1,Albacete Balompié,Lateral,Rubén Albés,85.17,Alta,4,8898.0,127.0,3.0,5.15,925000.0,,4,59.42,8898 min Sub23 en Lateral; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 5944 min Sub23 en posicion; 3 goles Sub23; xG Sub23 5.15
Òscar Masqué,19,Real Betis B,Lateral,RB,0,1361,1,0.44,2,Cádiz CF,Lateral,Pako Ayestarán,63.36,Alta,5,5952.0,80.0,4.0,1.08,212500.0,,2,19.17,5952 min Sub23 en Lateral; 5 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 5952 min Sub23 en posicion; 4 goles Sub23; xG Sub23 1.08
Òscar Masqué,19,Real Betis B,Lateral,RB,0,1361,1,0.44,3,Racing Santander,Lateral,Íñigo Vélez,58.53,Alta,2,8891.0,110.0,4.0,5.95,500000.0,,4,27.55,8891 min Sub23 en Lateral; 2 jugadores Sub23 usados; entrenador principal: Íñigo Vélez; entrenador con 238 min Sub23 en posicion; 4 goles Sub23; xG Sub23 5.95
Òscar Masqué,19,Real Betis B,Lateral,RB,0,1361,1,0.44,4,Real Zaragoza,Lateral,Víctor Fernández,55.83,Media,5,4384.0,63.0,0.0,1.27,883333.33,250000.0,3,39.35,4384 min Sub23 en Lateral; 5 jugadores Sub23 usados; entrenador principal: Víctor Fernández; entrenador con 941 min Sub23 en posicion; xG Sub23 1.27
Òscar Masqué,19,Real Betis B,Lateral,RB,0,1361,1,0.44,5,Sporting Gijón,Lateral,David Gallego,45.83,Alta,3,5830.0,81.0,1.0,1.58,600000.0,0.0,5,19.73,5830 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: David Gallego; entrenador con 2510 min Sub23 en posicion; 1 goles Sub23; xG Sub23 1.58
Òscar Masqué,19,Real Betis B,Lateral,RB,0,1361,1,0.44,6,SD Eibar,Lateral,Gaizka Garitano,45.47,Media,2,4659.0,72.0,0.0,0.92,600000.0,,3,33.6,4659 min Sub23 en Lateral; 2 jugadores Sub23 usados; entrenador principal: Gaizka Garitano; entrenador con 4659 min Sub23 en posicion; xG Sub23 0.92
Òscar Masqué,19,Real Betis B,Lateral,RB,0,1361,1,0.44,7,UD Almería,Lateral,Rubén Albés,44.81,Media,1,4065.0,66.0,2.0,1.3,500000.0,,4,29.79,4065 min Sub23 en Lateral; 1 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 5944 min Sub23 en posicion; 2 goles Sub23; xG Sub23 1.30
